适合BERT聚类的格式总结,Topic,Name,主题词1,主题词2,主题词3,主题词4,主题词5,主题词6,主题词7,主题词8
"企业 税收 评级 （ 数据服务 ）   企业 税收 评级 产品 反应 企业 历年 A 级 纳税人 记录 ，   数据处理 ，   "" 金融服务 ""   解决 相关 。 
 企业 税收 评级 （ 数据服务 ）   龙颖 信息 为 银行 、 基金 、 券商 及 政府 监管 机构 等 多个 体系 多元化 数据 技术 产品 服务 。 针对 金融体系 ， 依托 数字化 管理 平台 ， 助力 其 & ; 精准 客户 、 高效 风控 策略 实施 及 卓越 客户 管理 & ; 全 流程 一站式 解决方案 。 对于 政府 客户 ， 信用 评价 模型 企业信用 模型 ， 助力 政府 精准 招商 ， 企业 稳健 发展 。 还 为 产业 规划 、 招商 项目 及 项目 评估 智能化 管理 平台 。 客户 更 可 龙颖 信息 API 接口 补充 工商 信息 等 数据 。   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"企业 股权 出质 信息 （ 数据服务 ）   股权 出质 信息 企业 股权 出质 变更 内容 、 变更 时间 、 注销 、 股权 出质 设立登记 日期 、 质权 人 、 出质人 、 出质 股权 数额 等 信息 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 企业 股权 出质 信息 （ 数据服务 ）   龙颖 信息 为 银行 、 基金 、 券商 及 政府 监管 机构 等 多个 体系 多元化 数据 技术 产品 服务 。 针对 金融体系 ， 依托 数字化 管理 平台 ， 助力 其 & ; 精准 客户 、 高效 风控 策略 实施 及 卓越 客户 管理 & ; 全 流程 一站式 解决方案 。 对于 政府 客户 ， 信用 评价 模型 企业信用 模型 ， 助力 政府 精准 招商 ， 企业 稳健 发展 。 还 为 产业 规划 、 招商 项目 及 项目 评估 智能化 管理 平台 。 客户 更 可 龙颖 信息 API 接口 补充 工商 信息 等 数据 。   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"企业 招聘 信息 （ 数据服务 ）   企业 招聘 信息 招聘 企业 名 、 职位 、 岗位 介绍 等 内容 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 企业 招聘 信息 （ 数据服务 ）   龙颖 信息 为 银行 、 基金 、 券商 及 政府 监管 机构 等 多个 体系 多元化 数据 技术 产品 服务 。 针对 金融体系 ， 依托 数字化 管理 平台 ， 助力 其 & ; 精准 客户 、 高效 风控 策略 实施 及 卓越 客户 管理 & ; 全 流程 一站式 解决方案 。 对于 政府 客户 ， 信用 评价 模型 企业信用 模型 ， 助力 政府 精准 招商 ， 企业 稳健 发展 。 还 为 产业 规划 、 招商 项目 及 项目 评估 智能化 管理 平台 。 客户 更 可 龙颖 信息 API 接口 补充 工商 信息 等 数据 。   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"企业 软件 著作权 信息 （ 数据服务 ）   企业 软件 著作权 信息 软著 标题 、 软件 全称 、 著作权人 、 登记 批准 日期 、 软件 简称 等 信息 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 企业 软件 著作权 信息 （ 数据服务 ）   龙颖 信息 为 银行 、 基金 、 券商 及 政府 监管 机构 等 多个 体系 多元化 数据 技术 产品 服务 。 针对 金融体系 ， 依托 数字化 管理 平台 ， 助力 其 & ; 精准 客户 、 高效 风控 策略 实施 及 卓越 客户 管理 & ; 全 流程 一站式 解决方案 。 对于 政府 客户 ， 信用 评价 模型 企业信用 模型 ， 助力 政府 精准 招商 ， 企业 稳健 发展 。 还 为 产业 规划 、 招商 项目 及 项目 评估 智能化 管理 平台 。 客户 更 可 龙颖 信息 API 接口 补充 工商 信息 等 数据 。   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"企业 简易 注销 信息 （ 数据服务 ）   简易 注销 基本 信息 包含 简易 注销 、 登记 机关 、 核准 日期 、 公告 开始 时间 、 公告 截止 时间 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 企业 简易 注销 信息 （ 数据服务 ）   龙颖 信息 为 银行 、 基金 、 券商 及 政府 监管 机构 等 多个 体系 多元化 数据 技术 产品 服务 。 针对 金融体系 ， 依托 数字化 管理 平台 ， 助力 其 & ; 精准 客户 、 高效 风控 策略 实施 及 卓越 客户 管理 & ; 全 流程 一站式 解决方案 。 对于 政府 客户 ， 信用 评价 模型 企业信用 模型 ， 助力 政府 精准 招商 ， 企业 稳健 发展 。 还 为 产业 规划 、 招商 项目 及 项目 评估 智能化 管理 平台 。 客户 更 可 龙颖 信息 API 接口 补充 工商 信息 等 数据 。   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"企业 商标 信息 （ 数据服务 ）   企业 商标 信息 商标 名称 、 商标 类型 、 申请人 、 商标 流程 信息 、 商标 公告 、 商标 项目 等 信息 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 企业 商标 信息 （ 数据服务 ）   龙颖 信息 为 银行 、 基金 、 券商 及 政府 监管 机构 等 多个 体系 多元化 数据 技术 产品 服务 。 针对 金融体系 ， 依托 数字化 管理 平台 ， 助力 其 & ; 精准 客户 、 高效 风控 策略 实施 及 卓越 客户 管理 & ; 全 流程 一站式 解决方案 。 对于 政府 客户 ， 信用 评价 模型 企业信用 模型 ， 助力 政府 精准 招商 ， 企业 稳健 发展 。 还 为 产业 规划 、 招商 项目 及 项目 评估 智能化 管理 平台 。 客户 更 可 龙颖 信息 API 接口 补充 工商 信息 等 数据 。   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"企业 失信 被执行人 信息 （ 数据服务 ）   企业 失信 被执行人 信息 被执行人 姓名 、 案号 、 生效 法律文书 确定 义务 、 做出 执行 单位 、 失信 被执行人 行为 具体 情形 、 执行 状态 等 信息 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 企业 失信 被执行人 信息 （ 数据服务 ）   龙颖 信息 为 银行 、 基金 、 券商 及 政府 监管 机构 等 多个 体系 多元化 数据 技术 产品 服务 。 针对 金融体系 ， 依托 数字化 管理 平台 ， 助力 其 & ; 精准 客户 、 高效 风控 策略 实施 及 卓越 客户 管理 & ; 全 流程 一站式 解决方案 。 对于 政府 客户 ， 信用 评价 模型 企业信用 模型 ， 助力 政府 精准 招商 ， 企业 稳健 发展 。 还 为 产业 规划 、 招商 项目 及 项目 评估 智能化 管理 平台 。 客户 更 可 龙颖 信息 API 接口 补充 工商 信息 等 数据 。   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"企业 专利 信息 （ 数据服务 ）   企业 专利 信息 专利 、 专利 标题 、 专利 所属 企业 、 专利 代理 机构 、 专利 法律 状态 、 代理人 等 信息 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 科技 创新 "" ,   "" 金融服务 ""   解决 相关 。 
 企业 专利 信息 （ 数据服务 ）   龙颖 信息 为 银行 、 基金 、 券商 及 政府 监管 机构 等 多个 体系 多元化 数据 技术 产品 服务 。 针对 金融体系 ， 依托 数字化 管理 平台 ， 助力 其 & ; 精准 客户 、 高效 风控 策略 实施 及 卓越 客户 管理 & ; 全 流程 一站式 解决方案 。 对于 政府 客户 ， 信用 评价 模型 企业信用 模型 ， 助力 政府 精准 招商 ， 企业 稳健 发展 。 还 为 产业 规划 、 招商 项目 及 项目 评估 智能化 管理 平台 。 客户 更 可 龙颖 信息 API 接口 补充 工商 信息 等 数据 。   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"企业 网站 备案 信息 （ 数据服务 ）   企业 网站 备案 信息 网站 名称 、 公安 备案号 、 网站 域名 、 开办者 名称 、 备案 地 公安机关 、 官方 验证 地址 等 内容 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 企业 网站 备案 信息 （ 数据服务 ）   龙颖 信息 为 银行 、 基金 、 券商 及 政府 监管 机构 等 多个 体系 多元化 数据 技术 产品 服务 。 针对 金融体系 ， 依托 数字化 管理 平台 ， 助力 其 & ; 精准 客户 、 高效 风控 策略 实施 及 卓越 客户 管理 & ; 全 流程 一站式 解决方案 。 对于 政府 客户 ， 信用 评价 模型 企业信用 模型 ， 助力 政府 精准 招商 ， 企业 稳健 发展 。 还 为 产业 规划 、 招商 项目 及 项目 评估 智能化 管理 平台 。 客户 更 可 龙颖 信息 API 接口 补充 工商 信息 等 数据 。   体现 其 应用 价值 。",9,9_奥普_生物_快检_免疫荧光,奥普,生物,快检,免疫荧光,糖尿病,产品,项目,模型
"企业 投融资 事件 （ 数据服务 ）   企业 投融资 事件 企业 基本 信息 、 企业 融资 事件 、 企业 投资 事件 等 内容 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 企业 投融资 事件 （ 数据服务 ）   龙颖 信息 为 银行 、 基金 、 券商 及 政府 监管 机构 等 多个 体系 多元化 数据 技术 产品 服务 。 针对 金融体系 ， 依托 数字化 管理 平台 ， 助力 其 & ; 精准 客户 、 高效 风控 策略 实施 及 卓越 客户 管理 & ; 全 流程 一站式 解决方案 。 对于 政府 客户 ， 信用 评价 模型 企业信用 模型 ， 助力 政府 精准 招商 ， 企业 稳健 发展 。 还 为 产业 规划 、 招商 项目 及 项目 评估 智能化 管理 平台 。 客户 更 可 龙颖 信息 API 接口 补充 工商 信息 等 数据 。   体现 其 应用 价值 。",9,9_奥普_生物_快检_免疫荧光,奥普,生物,快检,免疫荧光,糖尿病,产品,项目,模型
"企业 裁判 文书 信息 （ 数据服务 ）   企业 裁判 文书 信息 包含 案件 类型 、 案由 、 案号 、 执行 法院 、 裁判 日期 、 审判 、 当事人 类型 、 发布 日期 等 内容 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 企业 裁判 文书 信息 （ 数据服务 ）   龙颖 信息 为 银行 、 基金 、 券商 及 政府 监管 机构 等 多个 体系 多元化 数据 技术 产品 服务 。 针对 金融体系 ， 依托 数字化 管理 平台 ， 助力 其 & ; 精准 客户 、 高效 风控 策略 实施 及 卓越 客户 管理 & ; 全 流程 一站式 解决方案 。 对于 政府 客户 ， 信用 评价 模型 企业信用 模型 ， 助力 政府 精准 招商 ， 企业 稳健 发展 。 还 为 产业 规划 、 招商 项目 及 项目 评估 智能化 管理 平台 。 客户 更 可 龙颖 信息 API 接口 补充 工商 信息 等 数据 。   体现 其 应用 价值 。",9,9_奥普_生物_快检_免疫荧光,奥普,生物,快检,免疫荧光,糖尿病,产品,项目,模型
"企业 法院 公告 信息 （ 数据服务 ）   企业 法院 公告 信息 包含 法院 公告 ID 、 案由 、 案号 、 审判 、 当事人 类型 、 公告 类型 、 刊登 日期 等 内容 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 企业 法院 公告 信息 （ 数据服务 ）   龙颖 信息 为 银行 、 基金 、 券商 及 政府 监管 机构 等 多个 体系 多元化 数据 技术 产品 服务 。 针对 金融体系 ， 依托 数字化 管理 平台 ， 助力 其 & ; 精准 客户 、 高效 风控 策略 实施 及 卓越 客户 管理 & ; 全 流程 一站式 解决方案 。 对于 政府 客户 ， 信用 评价 模型 企业信用 模型 ， 助力 政府 精准 招商 ， 企业 稳健 发展 。 还 为 产业 规划 、 招商 项目 及 项目 评估 智能化 管理 平台 。 客户 更 可 龙颖 信息 API 接口 补充 工商 信息 等 数据 。   体现 其 应用 价值 。",9,9_奥普_生物_快检_免疫荧光,奥普,生物,快检,免疫荧光,糖尿病,产品,项目,模型
"企业 送达 公告 信息 （ 数据服务 ）   送达 公告 产品 包含 案由 、 案号 、 法院 名称 、 当事人 、 实体 类型 、 审判 、 公告 日期 等 内容 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 企业 送达 公告 信息 （ 数据服务 ）   龙颖 信息 为 银行 、 基金 、 券商 及 政府 监管 机构 等 多个 体系 多元化 数据 技术 产品 服务 。 针对 金融体系 ， 依托 数字化 管理 平台 ， 助力 其 & ; 精准 客户 、 高效 风控 策略 实施 及 卓越 客户 管理 & ; 全 流程 一站式 解决方案 。 对于 政府 客户 ， 信用 评价 模型 企业信用 模型 ， 助力 政府 精准 招商 ， 企业 稳健 发展 。 还 为 产业 规划 、 招商 项目 及 项目 评估 智能化 管理 平台 。 客户 更 可 龙颖 信息 API 接口 补充 工商 信息 等 数据 。   体现 其 应用 价值 。",9,9_奥普_生物_快检_免疫荧光,奥普,生物,快检,免疫荧光,糖尿病,产品,项目,模型
"网络 突发事件 洞察 （ 数据 应用 ）   以 区县 为 单位 ，   统计分析 ，   "" 应急 管理 ""   解决 相关 。 
 网络 突发事件 洞察 （ 数据 应用 ）   城市 运行 部门 可 工作 需求 对 突发事件 信息 查询 ， 对 城市 中 突发事件 迅速 处置 工作 。   & ;   体现 其 应用 价值 。",9,9_奥普_生物_快检_免疫荧光,奥普,生物,快检,免疫荧光,糖尿病,产品,项目,模型
"城市 网络 热点 洞察 （ 数据 应用 ）   以 区县 为 单位 ，   数据处理 ，   "" 城市 治理 ""   解决 相关 。 
 城市 网络 热点 洞察 （ 数据 应用 ）   政府 、 媒体 、 企业 等 行业 可 热点 事件 查询 ， 当日 媒体 内容 策划 选题 、 内容 编排 、 舆情 。   体现 其 应用 价值 。",-1,-1_数据_应用_分析_价值,数据,应用,分析,价值,相关,解决,体现,产品
"网络 传播 信息 （ 数据服务 ）   以全 媒体 多 模态 信息 为 基础 ，   统计分析 ，   "" 文化 旅游 ""   解决 相关 。 
 网络 传播 信息 （ 数据服务 ）   以全 媒体 多 模态 信息 为 基础 ， 运用 大 数据 、 自然语言 处理 、 计算机 视觉 等 先进 技术 ， 获得 互联网 平台 中 海量 人感 数据 ， 并 对 数据 加工 处理 ， 可 设置 敏感 属性 、 信息 来源 、 信息 级别 、 信息 类型 、 信源 等 筛选 条件 ， 协助 政法 、 经济 、 、 商业 、 民生 、 医疗 、 交通 、 文体 等 相关 部门 及时发现 网络 传播 信息 。   以 网信 、 媒体 行业 为例 ：   网信 行业 数据 加工 ， 获得 网络 敏感 信息 、 热点 信息 等 网信 行业 关注 内容 信息 列表 ， 网络 舆情 感知 能力 网络 舆论 管理 效果 ， 使 信息化 建设 网络 治理 能力 得到 、 网络安全 更加 。   媒体 行业 可 热点 事件 查询 ， 对 发布 内容 策划 选题 、 内容 编排 等 。   行业 对 网络 传播 信息 筛选 ， 获得 主题 相关 信息 列表 ， 可 深入 师资 舆情 、 突发事件 舆情 、 学校 事件 网络 传播 、 学科 质量 评价 等 。   体现 其 应用 价值 。",-1,-1_数据_应用_分析_价值,数据,应用,分析,价值,相关,解决,体现,产品
