适合BERT聚类的格式总结,Topic,Name,主题词1,主题词2,主题词3
"幽门螺杆菌左氧氟沙星药敏和基因型数据（数据集）提供 产品提供左氧氟沙星药敏试验统计结果和gyrA基因突变统计结果，通过 统计分析，在 ""医疗健康"" 解决相关问题。 幽门螺杆菌左氧氟沙星药敏和基因型数据（数据集）在 某IVD公司通过幽门螺杆菌左氧氟沙星药敏和gyrA基因突变数据，查询幽门螺杆菌左氧氟沙星耐药和gyrA基因突变情况，为制定产品研发策略提供理论支撑。 体现其应用价值。",28,28_某研究者使用本产品后_indels_cnvs_医疗健康,某研究者使用本产品后,indels,cnvs
"中国幽门螺杆菌流行病学地图（数据集）提供 中国幽门螺杆菌流行病学地图数据是以芯超医学已有的数据为基础，通过 统计分析，在 ""医疗健康"" 解决相关问题。 中国幽门螺杆菌流行病学地图（数据集）在 中国幽门螺杆菌流行病学地图数据产品助力某医院获知本地幽门螺杆菌感染率居高不下，据此对就诊患者疑似幽门螺杆菌感染人群和胃癌高风险人群粪便建议进行幽门螺杆菌检擦和胃镜检测。实践一年内，幽门螺杆菌检出率高于同期15%，胃镜早期胃癌检出率高于同期21%，增强了临床医生和公众意识。 体现其应用价值。",-1,-1_nbsp_数据应用_数据服务_通过,nbsp,数据应用,数据服务
"幽门螺杆菌全基因组测序数据（数据集）提供 幽门螺杆菌全基因组测序数据均为幽门螺杆菌临床菌株的高通量测序数据，通过 统计分析，在 ""医疗健康"", ""商贸流通"" 解决相关问题。 幽门螺杆菌全基因组测序数据（数据集）在 某IVD公司通过万例幽门螺杆菌全基因组测序数据，查询幽门螺杆菌的耐药和毒力相关基因突变，为制定产品研发策略提供理论支撑。 体现其应用价值。",66,66_在用户申请开户_保险等企业客户通过使用码号认证服务_数据核验服务_性别核验,在用户申请开户,保险等企业客户通过使用码号认证服务,数据核验服务
"幽门螺杆菌克拉霉素药敏和基因型数据（数据集）提供 幽门螺杆菌克拉霉素药敏和23S rRNA基因突变数据提供克拉霉素药敏试验统计结果和23S rRNA基因2142-2144碱基突变统计结果，通过 统计分析，在 ""医疗健康"", ""商贸流通"", ""金融服务"" 解决相关问题。 幽门螺杆菌克拉霉素药敏和基因型数据（数据集）在 某IVD公司通过幽门螺杆菌克拉霉素药敏和23S rRNA基因突变数据，查询幽门螺杆菌克拉霉素耐药和23S rRNA基因突变情况，为制定产品研发策略提供理论支撑。 体现其应用价值。",10,10_期货及衍生品等市场研究人员进行管理风险_宁波_下游用户_期货有限公司,期货及衍生品等市场研究人员进行管理风险,宁波,下游用户
"质子泵抑制剂代谢CYP2C19多态性数据（数据集）提供 产品提供接受幽门螺杆菌检测个体的CYP2C19代谢型统计数据，通过 统计分析，在 ""医疗健康"", ""商贸流通"", ""金融服务"" 解决相关问题。 质子泵抑制剂代谢CYP2C19多态性数据（数据集）在 某IVD公司通过幽门螺杆菌质子泵抑制剂代谢CYP2C19多态性数据，获得幽门螺杆菌感染者接受CYP2C19检测比率和代谢型情况，为制定产品研发策略提供理论支撑。 体现其应用价值。",3,3_基于海量的用户基本数据及业务数据_xx保险公司使用该数据产品规划未来的保险产品定价和市场策略_医疗健康_数据服务,基于海量的用户基本数据及业务数据,xx保险公司使用该数据产品规划未来的保险产品定价和市场策略,医疗健康
"幽门螺杆菌甲硝唑药敏和基因型数据（数据集）提供 产品提供甲硝唑药敏试验统计结果和rdxA基因型统计结果，通过 统计分析，在 ""医疗健康"" 解决相关问题。 幽门螺杆菌甲硝唑药敏和基因型数据（数据集）在 某IVD公司通过幽门螺杆菌甲硝唑药敏和rdxA基因突变数据，查询幽门螺杆菌甲硝唑耐药和rdxA基因突变情况，为制定产品研发策略提供理论支撑。 体现其应用价值。",28,28_某研究者使用本产品后_indels_cnvs_医疗健康,某研究者使用本产品后,indels,cnvs
"任拓倾听（数据服务）提供 任拓倾听是由任拓自主研发的一款电商评价分析系统，通过 图像/视频处理，在 ""商贸流通"" 解决相关问题。",28,28_某研究者使用本产品后_indels_cnvs_医疗健康,某研究者使用本产品后,indels,cnvs
"搜索排名查询（数据服务）提供 可获得区域内近搜索排名信息，通过 数据处理，在 ""商贸流通"", ""金融服务"" 解决相关问题。 搜索排名查询（数据服务）在 区域用户搜索排名查询服务，及时了解用户所关心、关注的服务信息 体现其应用价值。",-1,-1_nbsp_数据应用_数据服务_通过,nbsp,数据应用,数据服务
"车辆完整信息验证服务（数据服务）提供 物流场景下，通过 数据处理，在 ""交通运输"", ""商贸流通"" 解决相关问题。 车辆完整信息验证服务（数据服务）在 车辆信息与货物运输要求的一致性验证服务。 体现其应用价值。",-1,-1_nbsp_数据应用_数据服务_通过,nbsp,数据应用,数据服务
"车主真实性验证服务（数据服务）提供 企业使用车辆时，通过 规则匹配，在 ""交通运输"", ""商贸流通"", ""工业制造"" 解决相关问题。 车主真实性验证服务（数据服务）在 车辆业户信息真实性验证服务。企业使用车辆时，验证车辆与车主信息的匹配性。多用于运输前，货主企业审核和验证车主的资质情况。 体现其应用价值。",-1,-1_nbsp_数据应用_数据服务_通过,nbsp,数据应用,数据服务
"时空网格运输节点服务（数据服务）提供 物流场景下，通过 统计分析，在 ""交通运输"", ""商贸流通"" 解决相关问题。 时空网格运输节点服务（数据服务）在 物流场景下，运单执行过程中，按照现有运输线路，货物预计到达日期/时间计算服务。 体现其应用价值。",28,28_某研究者使用本产品后_indels_cnvs_医疗健康,某研究者使用本产品后,indels,cnvs
"时空网格运输行程服务（数据服务）提供 物流运单完成时，通过 数据处理，在 ""交通运输"", ""商贸流通"" 解决相关问题。 时空网格运输行程服务（数据服务）在 基于企业运单和费用结算管理需求，提供货物运输历史线路统计分析服务和真实性验证服务。 体现其应用价值。",-1,-1_nbsp_数据应用_数据服务_通过,nbsp,数据应用,数据服务
"营业执照验证服务（数据服务）提供 根据企业名称/社会统一代码/注册号，通过 数据处理，在 ""交通运输"", ""商贸流通"", ""金融服务"" 解决相关问题。 营业执照验证服务（数据服务）在 企业营业执照证件信息真实性验证服务 体现其应用价值。",51,51_提升了保险公司的风险防范能力_保险公司通过网约车核验接口对投保车辆的情况进行多维度的评估_助力反欺诈工作_并将评估结果转化应用于投保车辆的评分模型中,提升了保险公司的风险防范能力,保险公司通过网约车核验接口对投保车辆的情况进行多维度的评估,助力反欺诈工作
"套牌车验证服务（数据服务）提供 车牌与车辆信息一致性验证服务，通过 数据处理，在 ""交通运输"", ""商贸流通"" 解决相关问题。 套牌车验证服务（数据服务）在 车牌与车辆信息一致性验证服务，即验证车辆是否被套牌。车辆未途径异常事发地，但是确收到违章等异常信息，通过此服务来验证车辆是否被套牌。 体现其应用价值。",-1,-1_nbsp_数据应用_数据服务_通过,nbsp,数据应用,数据服务
"排放标准验证服务V3（数据服务）提供 对环保有要求的企业，通过 数据处理，在 ""交通运输"", ""绿色低碳"" 解决相关问题。 排放标准验证服务V3（数据服务）在 对于进出厂区的车辆，都需要核对排放标准，不达标车辆不允许进厂拉货。我司为对有环保需求企业提供排放标准验证服务，针对车辆排放类型验证。 体现其应用价值。",28,28_某研究者使用本产品后_indels_cnvs_医疗健康,某研究者使用本产品后,indels,cnvs
